id,category,question,aliases,answer,keywords,answer_mode,status,priority,last_verified_at,internal_note
faq-229,寵物友善,寵物需要收費嗎？,寵物要收費嗎｜毛孩需要收費嗎,目前尚未確認固定的寵物費用、清潔費或押金金額。請提供寵物種類、數量與體型，由管家在訂房前說明當期規範與可能費用。,寵物｜毛孩,collect_info,approved,80,,不可自行承諾免費或固定金額。
faq-230,寵物友善,寵物可以上床嗎？,毛孩可以上床嗎,為了維護寢具與清潔品質，通常不建議寵物上床或上沙發；如有拍照或特殊需求，請先與管家確認是否可配合及是否需加購保潔用品。,寵物｜毛孩,direct,approved,80,,
faq-231,寵物友善,寵物可以進房間嗎？,毛孩可以進房間嗎,寵物是否可進入房間與可活動範圍，會依當期寵物入住規範確認。訂房時請先告知寵物種類、數量與體型，方便管家安排。,寵物｜毛孩,direct,approved,80,,
faq-232,寵物友善,寵物可以單獨留在房內嗎？,毛孩可以單獨留在房內嗎,不建議讓寵物單獨留在房內，以免焦慮、吠叫、破壞家具或造成安全問題；若行程需要暫離，請先與管家討論安排。,寵物｜毛孩,direct,approved,80,,
faq-233,寵物友善,狗狗會叫可以入住嗎？,狗會叫可以入住嗎｜狗狗狗狗會叫可以入住嗎｜毛孩毛孩會叫可以入住嗎,若狗狗容易吠叫，請攜帶安撫用品並盡量避免影響鄰居與其他住客；持續吠叫或造成困擾時，管家可能會依住宿規範協助處理。,狗狗｜寵物｜毛孩,direct,approved,80,,
faq-234,寵物友善,大型犬可以入住嗎？,,大型犬可以先提出需求，由管家依狗狗體型、品種、數量、入住人數與當日房況確認是否合適。請提前提供相關資訊，方便安排。,大型犬｜寵物｜毛孩,collect_info,approved,80,,
faq-235,寵物友善,可以帶幾隻寵物？,能不能帶幾隻寵物？｜可不可以帶幾隻寵物？｜可以帶幾隻毛孩？,可攜帶寵物數量需由管家依寵物種類、體型、房況與清潔安排確認；請先提供種類、數量、體重與習性，不建議未告知直接攜帶。,寵物｜毛孩,collect_info,approved,80,,
faq-236,寵物友善,寵物需要籠子嗎？,寵物要籠子嗎｜毛孩需要籠子嗎,建議自備外出籠、睡墊、尿布墊、撿便袋、慣用食器與安撫用品；若民宿有提供部分備品，也會以當期公告與現場數量為準。,寵物｜毛孩,collect_info,approved,80,,
faq-237,寵物友善,有寵物用品嗎？,請問有寵物用品嗎｜寵物用品有提供嗎｜有毛孩用品嗎,寵物用品以當期備品與現場數量為準；為了讓毛孩更適應環境，仍建議自備睡墊、尿布墊、撿便袋、食器與慣用用品。,寵物用品｜毛孩,direct,approved,80,,
faq-238,寵物友善,要自備尿布墊嗎？,,建議自備尿布墊、撿便袋與清潔用品，特別是幼犬、貓咪或較容易緊張的寵物。現場是否有備品仍依當期準備數量為準。,尿布墊｜寵物｜毛孩,direct,approved,80,,
faq-239,寵物友善,寵物可以在庭院跑嗎？,毛孩可以在庭院跑嗎,寵物可依規範在指定戶外區域活動，請務必牽繩、全程看顧並立即清理排泄物；是否能自由奔跑需依現場安全與圍界狀況確認。,庭院｜寵物｜毛孩,direct,approved,80,,答案可使用，但需提醒依當期資訊確認
faq-240,寵物友善,寵物可以進公共空間嗎？,毛孩可以進公共空間嗎,寵物是否可進公共空間，會依當期寵物友善規範確認；若可進入，請牽繩或看顧，並避免影響家具、布品與其他住客。,公共空間｜寵物｜毛孩,direct,approved,80,,
faq-241,寵物友善,寵物弄髒床單怎麼辦？,寵物弄髒床單該怎麼處理？｜寵物弄髒床單要如何處理｜毛孩弄髒床單怎麼辦？,請第一時間清理並通知管家；若造成床單、床墊、布品或空間深度清潔、除味或汰換，可能依實際情況收取費用。,床單｜寵物｜毛孩,direct,approved,80,,
faq-242,寵物友善,寵物咬壞家具怎麼辦？,寵物咬壞家具該怎麼處理？｜寵物咬壞家具要如何處理｜毛孩咬壞家具怎麼辦？,請立即通知管家並保留現場狀況；若寵物造成家具、牆面、布品或設備損壞，會依實際修復、清潔或汰換費用處理。,寵物｜毛孩,direct,approved,80,,
faq-243,寵物友善,寵物掉毛會被收費嗎？,毛孩掉毛會被收費嗎,一般正常掉毛會納入寵物入住清潔考量；若掉毛、異味或髒污嚴重，可能依寵物清潔規範收取額外清潔費，實際以管家確認為準。,寵物｜毛孩,direct,approved,80,,
faq-244,寵物友善,寵物可以洗澡嗎？,毛孩可以洗澡嗎,是否可在民宿替寵物洗澡需先確認；請勿使用客用毛巾擦寵物，建議自備寵物毛巾、清潔用品與吹乾工具。,寵物｜毛孩,direct,approved,80,,
faq-245,寵物友善,附近有寵物友善餐廳嗎？,附近有毛孩友善餐廳嗎,可協助提供附近寵物友善餐廳、景點或動物醫院方向建議；店家規範與營業時間可能變動，出發前仍建議自行再確認。,餐廳｜寵物｜毛孩,collect_info,approved,80,,
faq-246,寵物友善,附近有動物醫院嗎？,,若需要附近動物醫院資訊，請告知目前狀況與所在位置，管家可協助提供附近可查詢方向；緊急狀況請優先聯繫動物醫院或就近就醫。,動物醫院｜寵物｜毛孩,collect_info,approved,80,,
faq-247,寵物友善,寵物需要打疫苗證明嗎？,寵物要打疫苗證明嗎｜毛孩需要打疫苗證明嗎,若當期寵物入住規範要求疫苗證明、寵物入住同意書或切結書，請依規定提供；訂房前可先詢問需準備哪些資料。,疫苗證明｜寵物｜毛孩,collect_info,approved,80,,
faq-248,寵物友善,可以帶寵物坐床或沙發拍照嗎？,能不能帶寵物坐床或沙發拍照？｜可不可以帶寵物坐床或沙發拍照？｜可以帶毛孩坐床或沙發拍照嗎,寵物坐床或沙發拍照需先詢問，並以不造成髒污、抓痕、殘留毛髮或異味為原則；若需要，可能需使用自備墊布或保潔用品。,拍照｜寵物｜毛孩,direct,approved,80,,
faq-249,寵物友善,寵物便便要怎麼處理？,寵物便便要如何處理｜毛孩便便要怎麼處理？,寵物排泄物請立即清理並丟至指定位置，避免留在戶外、房內或公共區域；若造成髒污或異味，可能依清潔規範處理。,寵物｜毛孩,direct,approved,80,,
faq-250,寵物友善,寵物入住要簽切結嗎？,毛孩入住要簽切結嗎,是否需簽寵物入住同意書或切結，會依當期寵物規範確認。若需要，請詳閱清潔、損壞、噪音與安全責任後再入住。,寵物｜毛孩,direct,approved,80,,
faq-251,親子長輩與無障礙,適合帶小孩入住嗎？,,請先告知孩子年齡與需求；嬰兒床、澡盆、餐椅、玩具或床圍等備品需提前確認，數量有限。,親子｜長輩｜無障礙,direct,approved,80,,
faq-252,親子長輩與無障礙,有嬰兒床嗎？,請問有嬰兒床嗎｜嬰兒床有提供嗎,請先告知孩子年齡與需求；嬰兒床、澡盆、餐椅、玩具或床圍等備品需提前確認，數量有限。,嬰兒床｜親子｜長輩｜無障礙,direct,approved,80,,
faq-253,親子長輩與無障礙,有澡盆嗎？,請問有澡盆嗎｜澡盆有提供嗎,請先告知孩子年齡與需求；嬰兒床、澡盆、餐椅、玩具或床圍等備品需提前確認，數量有限。,澡盆｜親子｜長輩｜無障礙,direct,approved,80,,
faq-254,親子長輩與無障礙,有消毒鍋嗎？,請問有消毒鍋嗎｜消毒鍋有提供嗎,「有消毒鍋嗎」需依現場安全與設備配置確認，請在訂房前由管家說明是否適合及可提供的協助。,消毒鍋｜親子｜長輩｜無障礙,direct,approved,80,,答案可使用，但需提醒依當期資訊確認
faq-255,親子長輩與無障礙,小孩可以使用樓梯嗎？,,民宿有樓梯，孩子使用時需由家長全程陪同，避免奔跑或單獨上下樓；如需床圍或其他安全備品，請提前向管家確認。,樓梯｜親子｜長輩｜無障礙,direct,approved,80,,針對樓梯安全直接回答。
faq-256,親子長輩與無障礙,有兒童遊戲區嗎？,請問有兒童遊戲區嗎｜兒童遊戲區有提供嗎,是否設有固定兒童遊戲區需依現場配置確認。若有親子需求，請提供孩子年齡，由管家說明當期可用空間與備品。,遊戲區｜親子｜長輩｜無障礙,collect_info,needs_review,80,,需確認兒童遊戲區。
faq-257,親子長輩與無障礙,可以帶嬰兒推車嗎？,能不能帶嬰兒推車？｜可不可以帶嬰兒推車？,請先告知孩子年齡與需求；嬰兒床、澡盆、餐椅、玩具或床圍等備品需提前確認，數量有限。,嬰兒推車｜親子｜長輩｜無障礙,direct,approved,80,,
faq-258,親子長輩與無障礙,長輩適合入住嗎？,,請先告知長輩行動狀況、輪椅或助行器需求，我們會誠實評估樓層、門寬、衛浴與動線是否合適。,長輩｜親子｜無障礙,direct,approved,80,,
faq-259,親子長輩與無障礙,有無障礙設施嗎？,請問有無障礙設施嗎｜無障礙設施有提供嗎,請先告知長輩行動狀況、輪椅或助行器需求，我們會誠實評估樓層、門寬、衛浴與動線是否合適。,無障礙｜親子｜長輩,collect_info,approved,80,,
faq-260,親子長輩與無障礙,輪椅可以進出嗎？,,請先告知長輩行動狀況、輪椅或助行器需求，我們會誠實評估樓層、門寬、衛浴與動線是否合適。,輪椅｜親子｜長輩｜無障礙,collect_info,approved,80,,
faq-261,親子長輩與無障礙,有一樓衛浴嗎？,請問有一樓衛浴嗎｜一樓衛浴有提供嗎,請先告知長輩行動狀況、輪椅或助行器需求，我們會誠實評估樓層、門寬、衛浴與動線是否合適。,一樓衛浴｜親子｜長輩｜無障礙,direct,approved,80,,
faq-262,親子長輩與無障礙,浴室會不會滑？,,民宿空間可能有樓梯、濕滑地面與家具邊角，請家長全程陪同孩子並遵守安靜與安全規範。,親子｜長輩｜無障礙,direct,approved,80,,
faq-263,親子長輩與無障礙,有浴缸嗎？,請問有浴缸嗎｜浴缸有提供嗎,是否有浴缸依房型而定；幼兒或長輩使用時請務必有人陪同並注意水溫與防滑。,浴缸｜親子｜長輩｜無障礙,direct,approved,80,,
faq-264,親子長輩與無障礙,有親子餐具嗎？,請問有親子餐具嗎｜親子餐具有提供嗎,親子餐具是否提供及數量需依現場備品確認。請告知孩子人數與年齡，由管家協助確認。,親子餐具｜長輩｜無障礙,collect_info,needs_review,80,,需確認親子餐具。
faq-265,親子長輩與無障礙,孩子可以跑跳嗎？,,民宿空間可能有樓梯、濕滑地面與家具邊角，請家長全程陪同孩子並遵守安靜與安全規範。,親子｜長輩｜無障礙,direct,approved,80,,
faq-266,親子長輩與無障礙,有尖角或易碎裝飾嗎？,請問有尖角或易碎裝飾嗎｜尖角或易碎裝飾有提供嗎,民宿空間可能有樓梯、濕滑地面與家具邊角，請家長全程陪同孩子並遵守安靜與安全規範。,親子｜長輩｜無障礙,direct,needs_review,80,,待屋主確認實際規則、設備或當期資訊
faq-267,親子長輩與無障礙,可以帶寵物又帶小孩嗎？,能不能帶寵物又帶小孩？｜可不可以帶寵物又帶小孩？｜可以帶毛孩又帶小孩嗎,請先告知孩子年齡與需求；嬰兒床、澡盆、餐椅、玩具或床圍等備品需提前確認，數量有限。,寵物｜親子｜長輩｜無障礙,direct,approved,80,,
faq-268,親子長輩與無障礙,有藥箱嗎？,請問有藥箱嗎｜藥箱有提供嗎,民宿可提供附近醫療資訊或簡易急救用品位置；緊急狀況請先撥119，個人藥品請自行攜帶。,藥箱｜親子｜長輩｜無障礙,direct,approved,80,,
faq-269,親子長輩與無障礙,附近有醫院或診所嗎？,,民宿可提供附近醫療資訊或簡易急救用品位置；緊急狀況請先撥119，個人藥品請自行攜帶。,醫院｜診所｜親子｜長輩｜無障礙,collect_info,approved,80,,
faq-270,親子長輩與無障礙,可以幫忙安排親子活動嗎？,能不能幫忙安排親子活動？｜可不可以幫忙安排親子活動？,可依孩子年齡、天候與行程需求推薦親子景點或雨天備案；實際營業時間請出發前確認。,活動｜親子｜長輩｜無障礙,collect_info,approved,80,,
faq-271,親子長輩與無障礙,小朋友要帶證件嗎？,,若有兒童年齡優惠或人數確認，建議攜帶可證明年齡的文件；住宿登記依民宿規範辦理。,親子｜長輩｜無障礙,ask_human,approved,80,,此題需人工依個案處理，不由慢寶直接承諾
faq-272,親子長輩與無障礙,有樓梯護欄嗎？,請問有樓梯護欄嗎｜樓梯護欄有提供嗎,民宿空間可能有樓梯、濕滑地面與家具邊角，請家長全程陪同孩子並遵守安靜與安全規範。,樓梯｜親子｜長輩｜無障礙,direct,needs_review,80,,待屋主確認實際規則、設備或當期資訊
faq-273,親子長輩與無障礙,可以加裝床圍嗎？,能不能加裝床圍？｜可不可以加裝床圍？,請先告知孩子年齡與需求；嬰兒床、澡盆、餐椅、玩具或床圍等備品需提前確認，數量有限。,床圍｜親子｜長輩｜無障礙,direct,approved,80,,
faq-274,親子長輩與無障礙,長輩怕吵，哪間房較安靜？,,哪間房較安靜需依房型位置、當日使用情況與長輩需求評估。請提供長輩的睡眠、樓層與行動需求，由管家協助安排。,長輩｜親子｜無障礙,collect_info,approved,80,,原答案未回答安靜房需求。
faq-275,親子長輩與無障礙,老人家晚上起夜方便嗎？,,請先告知長輩行動狀況、輪椅或助行器需求，我們會誠實評估樓層、門寬、衛浴與動線是否合適。,親子｜長輩｜無障礙,direct,approved,80,,
faq-276,清潔消毒與衛生,房間會每天打掃嗎？,,短住通常以入住前完整清潔為主；連住打掃、毛巾更換與補備品規則依民宿公告辦理。,清潔｜衛生,direct,approved,80,,
faq-277,清潔消毒與衛生,入住前有消毒嗎？,,民宿會於每組客人入住前完成基本清潔，寢具應於每位客人使用後換洗並保持清潔。,消毒｜清潔｜衛生,direct,approved,80,,
faq-278,清潔消毒與衛生,床單會每組客人更換嗎？,,民宿會於每組客人入住前完成基本清潔，寢具應於每位客人使用後換洗並保持清潔。,床單｜清潔｜衛生,direct,approved,80,,
faq-279,清潔消毒與衛生,毛巾會更換嗎？,,短住通常以入住前完整清潔為主；連住打掃、毛巾更換與補備品規則依民宿公告辦理。,毛巾｜清潔｜衛生,direct,approved,80,,
faq-280,清潔消毒與衛生,房間有異味怎麼辦？,房間有異味該怎麼處理？｜房間有異味要如何處理？,請入住後盡快拍照並通知民宿，我們會協助補清潔、除味或依情況處理。,異味｜清潔｜衛生,direct,approved,80,,
faq-281,清潔消毒與衛生,發現房間不乾淨怎麼辦？,發現房間不乾淨該怎麼處理？｜發現房間不乾淨要如何處理,請入住後盡快拍照並通知民宿，我們會協助補清潔、除味或依情況處理。,不乾淨｜清潔｜衛生,direct,approved,80,,
faq-282,清潔消毒與衛生,垃圾可以先放房間嗎？,,垃圾請密封並依民宿標示分類一般垃圾、回收、玻璃與廚餘，放置於指定位置。,垃圾｜清潔｜衛生,direct,approved,80,,
faq-283,清潔消毒與衛生,垃圾要分類嗎？,,垃圾請密封並依民宿標示分類一般垃圾、回收、玻璃與廚餘，放置於指定位置。,垃圾｜清潔｜衛生,direct,approved,80,,
faq-284,清潔消毒與衛生,廚餘可以倒水槽嗎？,,請勿將廚餘、湯渣或油脂倒入水槽、馬桶或戶外排水孔；請依指定廚餘桶或處理方式處理。,水槽｜廚餘｜清潔｜衛生,direct,approved,80,,
faq-285,清潔消毒與衛生,可以把油倒進水槽嗎？,能不能把油倒進水槽？｜可不可以把油倒進水槽？,請勿將廚餘、湯渣或油脂倒入水槽、馬桶或戶外排水孔；請依指定廚餘桶或處理方式處理。,水槽｜清潔｜衛生,direct,approved,80,,
faq-286,清潔消毒與衛生,浴室排水不順怎麼辦？,浴室排水不順該怎麼處理？｜浴室排水不順要如何處理,若排水或馬桶堵塞請立即停止用水並通知民宿；濕紙巾、衛生棉、尿布等請丟垃圾桶。,排水｜清潔｜衛生,direct,approved,80,,
faq-287,清潔消毒與衛生,馬桶堵塞怎麼辦？,馬桶堵塞該怎麼處理？｜馬桶堵塞要如何處理,若排水或馬桶堵塞請立即停止用水並通知民宿；濕紙巾、衛生棉、尿布等請丟垃圾桶。,馬桶｜清潔｜衛生,direct,approved,80,,
faq-288,清潔消毒與衛生,可以把濕紙巾丟馬桶嗎？,能不能把濕紙巾丟馬桶？｜可不可以把濕紙巾丟馬桶？,若排水或馬桶堵塞請立即停止用水並通知民宿；濕紙巾、衛生棉、尿布等請丟垃圾桶。,濕紙巾｜馬桶｜清潔｜衛生,direct,approved,80,,
faq-289,清潔消毒與衛生,退房需要自己打掃嗎？,退房要自己打掃嗎｜退宿需要自己打掃嗎,退房不需深度清潔，但請恢復基本整潔、帶走個人物品、垃圾分類並清洗使用過的餐具。,清潔｜衛生,direct,approved,80,,
faq-290,清潔消毒與衛生,清潔費包含什麼？,,一般清潔費涵蓋正常整理，不包含嘔吐、煙味、尿漬、嚴重髒污或破壞造成的專業清潔與修復。,清潔費｜衛生,direct,approved,80,,
faq-291,清潔消毒與衛生,若嘔吐或弄髒床墊怎麼辦？,若嘔吐或弄髒床墊該怎麼處理？｜若嘔吐或弄髒床墊要如何處理,請第一時間告知，讓民宿能及早處理；若需深度清潔、除味或汰換，會依規定收費。,床墊｜清潔｜衛生,direct,approved,80,,
faq-292,清潔消毒與衛生,小孩尿床怎麼辦？,小孩尿床該怎麼處理？｜小孩尿床要如何處理,請第一時間告知，讓民宿能及早處理；若需深度清潔、除味或汰換，會依規定收費。,尿床｜清潔｜衛生,direct,approved,80,,
faq-293,清潔消毒與衛生,寵物便溺怎麼辦？,寵物便溺該怎麼處理？｜寵物便溺要如何處理｜毛孩便溺怎麼辦？,請第一時間告知，讓民宿能及早處理；若需深度清潔、除味或汰換，會依規定收費。,寵物便溺｜清潔｜衛生,direct,approved,80,,
faq-294,清潔消毒與衛生,可以要求換房嗎？,能不能要求換房？｜可不可以要求換房？,若有設備故障或清潔問題，請立即反映；是否能換房需視當日房況與問題狀況安排。,換房｜清潔｜衛生,collect_info,approved,80,,
faq-295,清潔消毒與衛生,房間有螞蟻怎麼辦？,房間有螞蟻該怎麼處理？｜房間有螞蟻要如何處理？,自然環境偶有昆蟲，請密封食物並關好門窗；若數量異常或影響住宿，請通知民宿處理。,螞蟻｜清潔｜衛生,direct,approved,80,,
faq-296,清潔消毒與衛生,房間有小蟲正常嗎？,,自然環境偶有昆蟲，請密封食物並關好門窗；若數量異常或影響住宿，請通知民宿處理。,清潔｜衛生,direct,approved,80,,
faq-297,清潔消毒與衛生,可以使用自己的清潔劑嗎？,能不能使用自己的清潔劑？｜可不可以使用自己的清潔劑？,請勿自行使用漂白水、強酸鹼或強烈香氛；若對清潔味道敏感，請訂房時先告知。,清潔｜衛生,direct,approved,80,,
faq-298,清潔消毒與衛生,退房時床單要拆嗎？,退宿時床單要拆嗎,退房時不需要自行拆床單。請帶走個人物品、保持基本整潔，並依入住說明完成退房即可。,床單｜清潔｜衛生,direct,approved,80,,原答案未回答是否需要拆床單。
faq-299,清潔消毒與衛生,使用過的毛巾放哪裡？,,使用過的毛巾請依房內或退房說明放置於指定位置；若現場尚未標示，請先集中放在浴室乾燥處並詢問管家。,毛巾｜清潔｜衛生,direct,needs_review,80,,需確認毛巾指定放置位置。
faq-300,清潔消毒與衛生,可以要求無香清潔嗎？,能不能要求無香清潔？｜可不可以要求無香清潔？,請勿自行使用漂白水、強酸鹼或強烈香氛；若對清潔味道敏感，請訂房時先告知。,無香清潔｜衛生,collect_info,approved,80,,
faq-301,噪音禁菸安全與規範,晚上幾點後要安靜？,晚上什麼時間後要安靜,晚上 22:00 後請降低音量；22:00–08:00 禁止喧嘩、烤肉及使用音響或擴音設備。,噪音｜禁菸｜安全,direct,approved,80,,正式安靜時段為22:00–08:00。
faq-302,噪音禁菸安全與規範,包棟也需要安靜嗎？,包棟也要安靜嗎,需要。即使是包棟，晚上 22:00 後仍需降低音量；22:00–08:00 禁止喧嘩、烤肉及使用音響或擴音設備。,包棟｜噪音｜禁菸｜安全,direct,approved,80,,包棟仍需遵守安靜規定。
faq-303,噪音禁菸安全與規範,可以唱歌唱到幾點？,能不能唱歌唱到幾點？｜可不可以唱歌唱到幾點？｜可以唱歌唱到什麼時間？,歡唱設備請於晚上 22:00 前結束高音量使用；22:00–08:00 禁止喧嘩及使用音響或擴音設備。,唱歌｜噪音｜禁菸｜安全,direct,approved,80,,正式安靜規則。
faq-304,噪音禁菸安全與規範,可以在室內吸菸嗎？,能不能在室內吸菸？｜可不可以在室內吸菸？,不可以。室內與房間全面禁菸，包含電子菸；若需吸菸，請至戶外指定區域。房內若留下煙味，可能酌收清潔費並影響押金退還。,噪音｜禁菸｜安全,direct,approved,80,,正式室內禁菸規則。
faq-305,噪音禁菸安全與規範,陽台可以抽菸嗎？,,吸菸請至戶外指定區域，陽台是否屬指定吸菸區需依現場公告。室內、房間及非指定區域皆禁止吸菸與使用電子菸。,噪音｜禁菸｜安全,direct,approved,80,,戶外指定區域才可吸菸。
faq-306,噪音禁菸安全與規範,電子菸可以嗎？,,室內與房間不可以使用電子菸；若需吸菸，請至戶外指定區域。,電子菸｜噪音｜禁菸｜安全,direct,approved,80,,電子菸同樣適用禁菸規則。
faq-307,噪音禁菸安全與規範,有吸菸區嗎？,請問有吸菸區嗎｜吸菸區有提供嗎,有吸菸需求時，請至戶外指定區域；實際位置依入住說明或現場標示。室內與房間全面禁菸。,吸菸區｜噪音｜禁菸｜安全,direct,approved,80,,只允許戶外指定區域。
faq-308,噪音禁菸安全與規範,房間有煙味會收費嗎？,,室內、房間與公告禁菸區不得吸菸或使用電子菸；若留下煙味或菸蒂，可能收除味清潔費並依法處理。,煙味｜噪音｜禁菸｜安全,direct,approved,80,,
faq-309,噪音禁菸安全與規範,可以點香或燒金紙嗎？,能不能點香或燒金紙？｜可不可以點香或燒金紙？,不可以。全館禁止明火，室內也禁止點香或燒金紙；如有宗教或特殊需求，請事前向管家確認可行方式。,燒金紙｜噪音｜禁菸｜安全,direct,approved,80,,正式規則：全館禁止明火。
faq-310,噪音禁菸安全與規範,可以放煙火嗎？,能不能放煙火？｜可不可以放煙火？,不可以。慢慢蒔光禁止施放煙火，也禁止砸蛋糕與砸水球；違反規定可能扣除押金。,煙火｜噪音｜禁菸｜安全,direct,approved,80,,正式禁止行為。
faq-311,噪音禁菸安全與規範,可以烤肉用炭火嗎？,能不能烤肉用炭火？｜可不可以烤肉用炭火？,炭火、瓦斯爐與卡式爐只能在民宿允許的指定區域使用，房內與非指定處禁止使用。,炭火｜噪音｜禁菸｜安全,direct,approved,80,,
faq-312,噪音禁菸安全與規範,可以使用瓦斯爐或卡式爐嗎？,能不能使用瓦斯爐或卡式爐？｜可不可以使用瓦斯爐或卡式爐？,炭火、瓦斯爐與卡式爐只能在民宿允許的指定區域使用，房內與非指定處禁止使用。,卡式爐｜瓦斯爐｜噪音｜禁菸｜安全,direct,approved,80,,
faq-313,噪音禁菸安全與規範,可以帶高功率電器嗎？,能不能帶高功率電器？｜可不可以帶高功率電器？,請勿使用高功率電器；若跳電或停電，請關閉高耗電設備並聯繫民宿，不要自行操作配電箱。,高功率電器｜噪音｜禁菸｜安全,direct,approved,80,,
faq-314,噪音禁菸安全與規範,跳電怎麼辦？,跳電該怎麼處理？｜跳電要如何處理,請勿使用高功率電器；若跳電或停電，請關閉高耗電設備並聯繫民宿，不要自行操作配電箱。,跳電｜噪音｜禁菸｜安全,direct,approved,80,,
faq-315,噪音禁菸安全與規範,停電怎麼辦？,停電該怎麼處理？｜停電要如何處理,請勿使用高功率電器；若跳電或停電，請關閉高耗電設備並聯繫民宿，不要自行操作配電箱。,停電｜噪音｜禁菸｜安全,direct,approved,80,,
faq-316,噪音禁菸安全與規範,火災警報響了怎麼辦？,火災警報響了該怎麼處理？｜火災警報響了要如何處理,入住後請先確認逃生路線與滅火器位置；若火警響起，請立即疏散並通知民宿與119。,火災警報｜噪音｜禁菸｜安全,direct,approved,80,,
faq-317,噪音禁菸安全與規範,房內有逃生圖嗎？,,房內或公共區域是否設有逃生圖需依現場消防配置確認。入住後請先留意逃生路線與出口，如未看到可向管家詢問。,逃生圖｜噪音｜禁菸｜安全,direct,needs_review,80,,需確認逃生圖位置。
faq-318,噪音禁菸安全與規範,滅火器在哪裡？,,滅火器位置需依現場消防配置確認。入住後請先留意公共區域與逃生路線，如未看到可立即向管家詢問。,滅火器｜噪音｜禁菸｜安全,direct,needs_review,80,,需確認滅火器位置。
faq-319,噪音禁菸安全與規範,可以鎖門外出嗎？,能不能鎖門外出？｜可不可以鎖門外出？,外出請確認門窗上鎖、關閉電器與水龍頭；貴重物品請自行保管。,噪音｜禁菸｜安全,direct,approved,80,,
faq-320,噪音禁菸安全與規範,可以帶陌生人進來嗎？,能不能帶陌生人進來？｜可不可以帶陌生人進來？,不得帶未登記訪客或危險物品入住；若涉及公共安全，民宿可依規範拒絕或通報處理。,陌生人｜噪音｜禁菸｜安全,direct,approved,80,,
faq-321,噪音禁菸安全與規範,喝酒後可以開車出去嗎？,,請理性飲酒並勿酒後駕車；可安排代駕、計程車或留宿休息，安全第一。,開車｜噪音｜禁菸｜安全,direct,approved,80,,
faq-322,噪音禁菸安全與規範,可以攜帶危險物品嗎？,能不能攜帶危險物品？｜可不可以攜帶危險物品？,不得帶未登記訪客或危險物品入住；若涉及公共安全，民宿可依規範拒絕或通報處理。,危險物品｜噪音｜禁菸｜安全,direct,approved,80,,
faq-323,噪音禁菸安全與規範,深夜喧嘩會怎麼處理？,深夜喧嘩會如何處理,請依民宿公告遵守安靜時段，常見為晚上10點後降低音量；包棟也需顧及鄰居與公共安寧。,噪音｜禁菸｜安全,direct,approved,80,,
faq-324,噪音禁菸安全與規範,違反住宿規定會退費嗎？,,住宿規定會公布於官網、訂房確認、房內公告或入住須知；嚴重違規被要求退房時，費用通常不退。,住宿規定｜退費｜噪音｜禁菸｜安全,direct,approved,80,,
faq-325,噪音禁菸安全與規範,住宿規定在哪裡看？,,住宿規定會公布於官網、訂房確認、房內公告或入住須知；嚴重違規被要求退房時，費用通常不退。,住宿規定｜噪音｜禁菸｜安全,direct,approved,80,,
faq-326,KTV麻將娛樂與活動,有KTV嗎？,請問有KTV嗎｜KTV有提供嗎,有提供歡唱設備。使用時請遵守操作說明與音量規範，晚上 22:00 後不得使用音響或擴音設備。,KTV｜麻將｜活動,direct,approved,80,,正式設施包含歡唱設備。
faq-327,KTV麻將娛樂與活動,KTV可以唱到幾點？,KTV可以唱到什麼時間？,歡唱設備請於晚上 22:00 前結束高音量使用；22:00–08:00 禁止喧嘩及使用音響或擴音設備。,KTV｜麻將｜活動,direct,approved,80,,正式安靜規則。
faq-328,KTV麻將娛樂與活動,KTV歌曲多嗎？,,KTV與音響設備依民宿提供為準，請遵守使用時間與音量；外接設備需先詢問，避免造成故障。,KTV｜麻將｜活動,direct,approved,80,,
faq-329,KTV麻將娛樂與活動,可以接自己的麥克風嗎？,能不能接自己的麥克風？｜可不可以接自己的麥克風？,KTV與音響設備依民宿提供為準，請遵守使用時間與音量；外接設備需先詢問，避免造成故障。,KTV｜麻將｜活動,direct,approved,80,,
faq-330,KTV麻將娛樂與活動,音響可以開很大聲嗎？,,KTV與音響設備依民宿提供為準，請遵守使用時間與音量；外接設備需先詢問，避免造成故障。,KTV｜麻將｜活動,direct,approved,80,,
faq-331,KTV麻將娛樂與活動,有麻將桌嗎？,請問有麻將桌嗎｜麻將桌有提供嗎,有，慢慢蒔光設有獨立麻將房與電動麻將桌。請勿在麻將房飲食，使用後請整理牌具並愛惜設備。,麻將桌｜KTV｜活動,direct,approved,80,,正式設施：獨立麻將房、電動麻將桌。
faq-332,KTV麻將娛樂與活動,麻將可以打到幾點？,麻將可以打到什麼時間？,麻將房可依入住規範使用；晚上 22:00 後請降低音量，避免影響鄰居與住宿安寧。,麻將｜KTV｜活動,direct,approved,80,,22:00後降低音量。
faq-333,KTV麻將娛樂與活動,麻將牌少了怎麼辦？,麻將牌少了該怎麼處理？｜麻將牌少了要如何處理,若發現麻將牌短少或設備異常，請先停止使用並通知管家，不要自行拆修或移動機台，以便確認是否缺件或故障。,麻將｜KTV｜活動,direct,approved,80,,
